Iteration,ADC size,Delegation Time Taken,Delegation Memory Usage,Delegation CPU Usage,Verification Time Taken,Verification Memory Usage,Verification CPU Usage,Retrieval Time Taken,Retrieval Memory Usage,Retrieval CPU Usage
46,807,0.2727089449763298,0,0.0002882560000001533,0.13983296230435371,0,0.00015769600000048456,3.826166968792677,0,0.00015769600000048456
47,807,0.27237506583333015,0,0.0002882559999992651,0.14820811338722706,0,0.00016742399999980506,3.7577501498162746,0,0.00016742399999980506
48,806,0.2692500129342079,0,0.0002831360000001837,0.16008294187486172,0,0.00017203200000004415,4.088791087269783,0,0.00017203200000004415
49,807,0.24841702543199062,0,0.000264192000000385,0.15400000847876072,0,0.00017305600000039334,5.568667082116008,0,0.00017305600000039334
50,808,0.2972919028252363,0,0.00030464000000041125,0.15949993394315243,0,0.00017254399999977466,5.376042099669576,0,0.00017254399999977466
51,807,0.2839169465005398,0,0.00030003200000017216,0.14370912685990334,0,0.00016230399999983547,12.993416050449014,0,0.00016230399999983547
52,806,0.2595840487629175,0,0.0002775040000004836,0.1517909113317728,0,0.00017203200000004415,6.345708854496479,0,0.00017203200000004415
53,806,0.5744169466197491,16,0.0005790719999998473,0.14708307571709156,0,0.00016742399999980506,4.565458977594972,0,0.00016742399999980506
54,807,0.2859169617295265,0,0.00030412799999979256,0.13712490908801556,0,0.00015513600000005567,4.014750011265278,0,0.00015513600000005567
55,808,0.2836249768733978,0,0.00030412800000068074,0.14275009743869305,0,0.00016127999999948628,3.6672919522970915,0,0.00016127999999948628
56,807,0.3390421625226736,0,0.0003589120000002666,0.1504160463809967,0,0.00016947199999961526,4.837790969759226,0,0.00016947199999961526
57,807,0.2668749075382948,0,0.0002846719999993752,0.15716697089374065,0,0.00017664000000028324,5.775207886472344,0,0.00017664000000028324
58,807,0.2851670142263174,0,0.00030361600000006206,0.15087495557963848,0,0.00016998400000023395,5.987250013276935,0,0.00016998400000023395
59,806,0.2692500129342079,0,0.0002826240000004532,0.15016715042293072,0,0.00016895999999988476,4.66770795173943,0,0.00016895999999988476
60,806,0.27258298359811306,0,0.000289792000000233,0.1562919933348894,0,0.00017766399999974425,4.446875071153045,0,0.00017766399999974425
61,807,0.6012918893247843,0,0.0005079040000000035,0.1355418935418129,0,0.00015411200000059466,4.456666996702552,0,0.00015411200000059466
62,807,0.25295792147517204,0,0.0002703359999998156,0.16004196368157864,0,0.00018073599999990364,5.27929188683629,0,0.00018073599999990364
63,808,0.24433317594230175,0,0.00026060799999960693,0.13649999164044857,0,0.00015462400000032517,5.2790408954024315,0,0.00015462400000032517
64,807,0.2685419749468565,0,0.0002862080000003431,0.16216584481298923,0,0.00018534400000014273,5.1222501788288355,0,0.00018534400000014273
65,808,0.28620800003409386,0,0.00030412800000068074,0.1427498646080494,0,0.00016179200000010496,4.375583026558161,0,0.00016179200000010496
66,807,0.23845885880291462,0,0.00025087999999939825,0.14062505215406418,0,0.00015820800000021507,4.578540800139308,0,0.00015820800000021507
67,807,0.3627920523285866,0,0.0003287040000001795,0.20895898342132568,0,0.00017971199999955445,7.1496248710900545,0,0.00017971199999955445
68,808,0.23691612295806408,0,0.00025036799999966775,0.13812491670250893,0,0.00015616000000040486,4.946958972141147,0,0.00015616000000040486
69,806,0.25400007143616676,0,0.00026982399999919693,0.1325418706983328,0,0.0001495039999994674,4.965458065271378,0,0.0001495039999994674
70,807,0.24279113858938217,0,0.00025651199999998653,0.13691699132323265,0,0.00015462400000032517,5.855084164068103,0,0.00015462400000032517
71,807,0.2437499351799488,0,0.0002590720000004154,0.13283384032547474,0,0.00015052799999981659,5.134916864335537,0,0.00015052799999981659
72,806,0.25462498888373375,0,0.0002713600000001648,0.1309579238295555,0,0.00014848000000000638,5.752209108322859,0,0.00014848000000000638
73,808,0.29216683469712734,0,0.00031231999999992155,0.15720794908702374,0,0.00017868800000009344,3.782666986808181,0,0.00017868800000009344
74,808,0.2482919953763485,0,0.0002647040000001155,0.14162505976855755,0,0.00016025600000002527,6.628332892432809,0,0.00016025600000002527
75,806,0.24199998006224632,0,0.00025497599999990683,0.13654213398694992,0,0.000154623999999437,4.496583016589284,0,0.000154623999999437
76,808,0.24804193526506424,0,0.0002657279999995765,0.16058399342000484,0,0.00018073599999990364,5.600875010713935,0,0.00018073599999990364
77,807,0.2549579367041588,0,0.0002718720000007835,0.14591682702302933,0,0.00016281599999956597,3.5652080550789833,0,0.00016281599999956597
78,807,0.3025829792022705,0,0.00032051200000005053,0.1449999399483204,0,0.00016435199999964567,4.714749986305833,0,0.00016435199999964567
79,806,0.2536668907850981,0,0.0002698240000000851,0.1445410307496786,0,0.00016332800000018466,5.34991710446775,0,0.00016332800000018466
80,807,0.27579115703701973,0,0.0002682880000000054,0.1519171055406332,0,0.00016640000000034405,4.507749807089567,0,0.00016640000000034405
81,806,0.27033290825784206,0,0.0002867200000000736,0.15829200856387615,0,0.00016435199999964567,8.362415945157409,0,0.00016435199999964567
82,807,0.26791589334607124,0,0.0002846720000002634,0.1402080524712801,0,0.00015769599999959638,5.18924999050796,0,0.00015769599999959638
83,807,0.2715419977903366,0,0.0002882560000001533,0.13120798394083977,0,0.00014796800000027588,4.783291835337877,0,0.00014796800000027588
84,807,0.2613330725580454,0,0.0002759679999995157,0.13845902867615223,0,0.0001525759999996268,4.36895783059299,0,0.0001525759999996268
85,807,0.2758749760687351,0,0.0002913279999994245,0.13124989345669746,0,0.00014848000000000638,7.803749991580844,0,0.00014848000000000638
86,806,0.26712496764957905,0,0.0002810880000003735,0.14908285811543465,0,0.00016895999999988476,4.091625101864338,0,0.00016895999999988476
87,807,0.25541591458022594,0,0.0002657280000004647,0.14229118824005127,0,0.00016076799999975577,3.7925830110907555,0,0.00016076799999975577
88,807,0.2561660949140787,0,0.0002595840000001459,0.1396250445395708,0,0.00015769600000048456,6.7575001157820225,0,0.00015769600000048456
89,806,0.26391702704131603,0,0.0002795520000002938,0.14424999244511127,0,0.00016383999999991516,4.11983416415751,0,0.00016383999999991516
90,806,0.24766684509813786,0,0.0002600959999998764,0.14941697008907795,0,0.00016895999999988476,10.369458002969623,0,0.00016895999999988476
91,807,0.2940830308943987,0,0.00031231999999992155,0.14691706746816635,0,0.00016588799999972537,12.918916996568441,0,0.00016588799999972537
92,806,0.24641607888042927,0,0.0002600959999998764,0.1341670285910368,0,0.0001515519999992776,5.290833069011569,0,0.0001515519999992776
93,806,0.24704192765057087,0,0.0002636799999997663,0.1585420686751604,0,0.00017868800000009344,5.641249939799309,0,0.00017868800000009344
94,808,0.2532079815864563,0,0.0002693120000003546,0.13933377340435982,0,0.0001566719999992472,5.1177500281482935,0,0.0001566719999992472
95,806,0.2928338944911957,0,0.00031129600000046054,0.1419170293956995,0,0.00016076800000064395,5.5410838685929775,0,0.00016076800000064395
96,807,0.264165922999382,0,0.0002810880000003735,0.14591705985367298,0,0.00016486400000026435,4.649708047509193,0,0.00016486400000026435
97,808,0.2792088780552149,0,0.0002918400000000432,0.1325418706983328,0,0.0001525759999996268,5.237250123172998,0,0.0001525759999996268
98,808,0.24470803327858448,0,0.0002600959999998764,0.13345805928111076,0,0.00015155200000016578,6.413416005671024,0,0.00015155200000016578
99,807,0.2302078064531088,0,0.00024319999999988795,0.14208396896719933,0,0.00016076800000064395,4.97104087844491,0,0.00016076800000064395
100,807,0.25404104962944984,0,0.0002708479999995461,0.1475841272622347,0,0.00016742399999980506,5.796917015686631,0,0.00016742399999980506
