Iteration,Delagation Start,Delegation End,Delegation Time Taken,Verification Start,Verification End,Verification Time Taken,Total Time Taken
0,12185.699999988079,12628.199999988079,442.5,12634.899999976158,12826.5,191.60000002384186,634.1000000238419
1,12837.799999952316,13046.899999976158,209.10000002384186,13048.299999952316,13205.099999964237,156.80000001192093,365.9000000357628
2,13205.199999988079,13374.299999952316,169.0999999642372,13377.399999976158,13547.899999976158,170.5,339.5999999642372
3,13548,13711.399999976158,163.39999997615814,13714.099999964237,13882.299999952316,168.19999998807907,331.5999999642372
4,13882.299999952316,14073.299999952316,191,14076.599999964237,14232.599999964237,156,347
5,14232.799999952316,14396.599999964237,163.80000001192093,14399.699999988079,14553.799999952316,154.0999999642372,317.89999997615814
6,14554,14759.699999988079,205.69999998807907,14762.199999988079,14923.799999952316,161.5999999642372,367.2999999523163
7,14923.899999976158,15074,150.10000002384186,15077.199999988079,15241,163.80000001192093,313.9000000357628
8,15241.099999964237,15409.5,168.4000000357628,15412.399999976158,15572.299999952316,159.89999997615814,328.30000001192093
9,15572.299999952316,15730,157.70000004768372,15733,15895.199999988079,162.19999998807907,319.9000000357628
10,15895.199999988079,16069.299999952316,174.0999999642372,16073.399999976158,16229.099999964237,155.69999998807907,329.7999999523163
11,16229.299999952316,16384.5,155.20000004768372,16387.5,16540.599999964237,153.0999999642372,308.30000001192093
12,16540.69999998808,16703.799999952316,163.0999999642372,16706.799999952316,16928.799999952316,222,385.0999999642372
13,16929,17088,159,17089.5,17261.099999964237,171.5999999642372,330.5999999642372
14,17261.19999998808,17422.69999998808,161.5,17424.399999976158,17586,161.60000002384186,323.10000002384186
15,17586.19999998808,17769,182.80000001192093,17771.099999964237,17933.899999976158,162.80000001192093,345.60000002384186
16,17933.899999976158,18108.399999976158,174.5,18111.399999976158,18274.5,163.10000002384186,337.60000002384186
17,18274.599999964237,18431.299999952316,156.69999998807907,18434.599999964237,18596.899999976158,162.30000001192093,319
18,18596.899999976158,18745.099999964237,148.19999998807907,18748,18904.799999952316,156.79999995231628,304.99999994039536
19,18904.899999976158,19066.299999952316,161.39999997615814,19069,19220.19999998808,151.19999998807907,312.5999999642372
20,19220.399999976158,19377.399999976158,157,19380.599999964237,19535.899999976158,155.30000001192093,312.30000001192093
21,19535.899999976158,19712.399999976158,176.5,19714.299999952316,19882.5,168.20000004768372,344.7000000476837
22,19882.5,20076.599999964237,194.0999999642372,20080.299999952316,20245,164.70000004768372,358.80000001192093
23,20245.299999952316,20410.599999964237,165.30000001192093,20412.899999976158,20570.19999998808,157.30000001192093,322.60000002384186
24,20570.399999976158,20736.19999998808,165.80000001192093,20739,20900.099999964237,161.0999999642372,326.89999997615814
25,20900.399999976158,21062.799999952316,162.39999997615814,21065.799999952316,21220.099999964237,154.30000001192093,316.69999998807907
26,21220.299999952316,21378.799999952316,158.5,21381.5,21540,158.5,317
27,21540.099999964237,21716.299999952316,176.19999998807907,21718.599999964237,21877.099999964237,158.5,334.69999998807907
28,21877.299999952316,22034.5,157.20000004768372,22037.099999964237,22194.19999998808,157.10000002384186,314.3000000715256
29,22194.299999952316,22351.099999964237,156.80000001192093,22354.099999964237,22515.299999952316,161.19999998807907,318
30,22515.69999998808,22672.599999964237,156.89999997615814,22675.19999998808,22846,170.80000001192093,327.69999998807907
31,22846,22997.299999952316,151.29999995231628,23000.69999998808,23155.099999964237,154.39999997615814,305.6999999284744
32,23155.099999964237,23310.799999952316,155.69999998807907,23312.099999964237,23473.599999964237,161.5,317.19999998807907
33,23473.69999998808,23626.19999998808,152.5,23629.299999952316,23799.799999952316,170.5,323
