Iteration,Delagation Start,Delegation End,Delegation Time Taken,Verification Start,Verification End,Verification Time Taken,Total Time Taken
0,88547.69999998808,88711.69999998808,164,88713.59999996424,89104.69999998808,391.10000002384186,555.1000000238419
1,89105,89261.19999998808,156.19999998807907,89264,89589.79999995232,325.7999999523163,481.99999994039536
2,89590,89737,147,89739.5,90061,321.5,468.5
3,90061.09999996424,90239.5,178.4000000357628,90242,90561,319,497.4000000357628
4,90561.19999998808,90721.09999996424,159.89999997615814,90724,91049.89999997616,325.89999997615814,485.7999999523163
5,91050.09999996424,91208.39999997616,158.30000001192093,91211.09999996424,91531.29999995232,320.19999998807907,478.5
6,91531.5,91691.59999996424,160.0999999642372,91693.89999997616,92030.5,336.60000002384186,496.69999998807907
7,92030.69999998808,92188.39999997616,157.69999998807907,92191.29999995232,92503.89999997616,312.60000002384186,470.30000001192093
8,92504,92662.19999998808,158.19999998807907,92663.59999996424,92985.69999998808,322.10000002384186,480.30000001192093
9,92985.79999995232,93165.69999998808,179.9000000357628,93168.09999996424,93466.29999995232,298.19999998807907,478.10000002384186
10,93466.39999997616,93621.59999996424,155.19999998807907,93623.89999997616,93942,318.10000002384186,473.30000001192093
11,93942,94099.29999995232,157.29999995231628,94101.29999995232,94415.09999996424,313.80000001192093,471.0999999642372
12,94415.19999998808,94569.69999998808,154.5,94572.39999997616,94887.39999997616,315,469.5
13,94887.5,95036.79999995232,149.29999995231628,95039.59999996424,95359.89999997616,320.30000001192093,469.5999999642372
14,95360.09999996424,95526.09999996424,166,95529.19999998808,95840.69999998808,311.5,477.5
15,95840.89999997616,95994.79999995232,153.89999997615814,95997.59999996424,96299.39999997616,301.80000001192093,455.69999998807907
16,96299.59999996424,96452.19999998808,152.60000002384186,96455.09999996424,96767.39999997616,312.30000001192093,464.9000000357628
17,96767.69999998808,96920.19999998808,152.5,96923.29999995232,97246.79999995232,323.5,476
18,97247,97400.19999998808,153.19999998807907,97402.69999998808,97706.69999998808,304,457.19999998807907
19,97706.89999997616,97865.19999998808,158.30000001192093,97870.19999998808,98166.19999998808,296,454.30000001192093
20,98166.29999995232,98322,155.70000004768372,98323.79999995232,98641.79999995232,318,473.7000000476837
21,98641.89999997616,98794.89999997616,153,98797.69999998808,99124.39999997616,326.69999998807907,479.69999998807907
22,99124.59999996424,99273.19999998808,148.60000002384186,99275.5,99588.59999996424,313.0999999642372,461.69999998807907
23,99588.69999998808,99755.5,166.80000001192093,99758.5,100080.59999996424,322.0999999642372,488.89999997615814
24,100080.69999998808,100242.89999997616,162.19999998807907,100245.39999997616,100552,306.60000002384186,468.80000001192093
25,100552,100707.89999997616,155.89999997615814,100710.89999997616,101020.59999996424,309.69999998807907,465.5999999642372
26,101020.79999995232,101168.39999997616,147.60000002384186,101171,101480.69999998808,309.69999998807907,457.30000001192093
27,101480.79999995232,101633.89999997616,153.10000002384186,101635.79999995232,101962.09999996424,326.30000001192093,479.4000000357628
28,101962.29999995232,102114.29999995232,152,102116.79999995232,102448,331.2000000476837,483.2000000476837
29,102448.09999996424,102609.29999995232,161.19999998807907,102610.69999998808,102915.09999996424,304.39999997615814,465.5999999642372
30,102915.19999998808,103062.5,147.30000001192093,103065.09999996424,103371.69999998808,306.60000002384186,453.9000000357628
31,103371.79999995232,103530.19999998808,158.4000000357628,103532.59999996424,104123.5,590.9000000357628,749.3000000715256
32,104123.69999998808,104277.19999998808,153.5,104279.5,104608.5,329,482.5
33,104608.59999996424,104766.19999998808,157.60000002384186,104769.5,105092.29999995232,322.7999999523163,480.39999997615814
