Iteration,Delagation Start,Delegation End,Delegation Time Taken,Verification Start,Verification End,Verification Time Taken,Total Time Taken
34,105092.5,105239.29999995232,146.79999995231628,105241.09999996424,105545.5,304.4000000357628,451.19999998807907
35,105545.69999998808,105703.89999997616,158.19999998807907,105705.69999998808,106013.5,307.80000001192093,466
36,106013.69999998808,106177.89999997616,164.19999998807907,106179.89999997616,106490.09999996424,310.19999998807907,474.39999997615814
37,106490.29999995232,106658.59999996424,168.30000001192093,106661,106992.19999998808,331.19999998807907,499.5
38,106992.19999998808,107151.5,159.30000001192093,107154.39999997616,107457.09999996424,302.69999998807907,462
39,107457.19999998808,107612.29999995232,155.0999999642372,107614.79999995232,107955.79999995232,341,496.0999999642372
40,107955.89999997616,108107.39999997616,151.5,108109.79999995232,108434.69999998808,324.9000000357628,476.4000000357628
41,108434.69999998808,108584.69999998808,150,108587,108907.09999996424,320.0999999642372,470.0999999642372
42,108907.19999998808,109057.59999996424,150.39999997615814,109059.79999995232,109383.29999995232,323.5,473.89999997615814
43,109383.39999997616,109534,150.60000002384186,109535.89999997616,109849.19999998808,313.30000001192093,463.9000000357628
44,109849.29999995232,110005.5,156.20000004768372,110007.89999997616,110330.89999997616,323,479.2000000476837
45,110331,110477.59999996424,146.5999999642372,110479.39999997616,110795.39999997616,316,462.5999999642372
46,110795.5,110952,156.5,110954.59999996424,111289.89999997616,335.30000001192093,491.80000001192093
47,111289.89999997616,111436.39999997616,146.5,111437.79999995232,111749.29999995232,311.5,458
48,111749.5,111927.29999995232,177.79999995231628,111930.5,112232.09999996424,301.5999999642372,479.3999999165535
49,112232.09999996424,112388,155.9000000357628,112389.59999996424,112702.79999995232,313.19999998807907,469.10000002384186
50,112702.89999997616,112853.79999995232,150.89999997615814,112855.59999996424,113172,316.4000000357628,467.30000001192093
51,113172.09999996424,113333.79999995232,161.69999998807907,113335.39999997616,113634.39999997616,299,460.69999998807907
52,113634.5,113787.09999996424,152.5999999642372,113789.09999996424,114118.39999997616,329.30000001192093,481.89999997615814
53,114118.5,114278.69999998808,160.19999998807907,114280.69999998808,114607.59999996424,326.89999997615814,487.0999999642372
54,114607.79999995232,114761,153.20000004768372,114762.79999995232,115079.89999997616,317.10000002384186,470.3000000715256
55,115079.89999997616,115235.89999997616,156,115238.19999998808,115541.39999997616,303.19999998807907,459.19999998807907
56,115541.59999996424,115688.69999998808,147.10000002384186,115690.79999995232,115995.39999997616,304.60000002384186,451.7000000476837
57,115995.5,116148,152.5,116150.29999995232,116450.59999996424,300.30000001192093,452.80000001192093
58,116450.69999998808,116608.39999997616,157.69999998807907,116610.69999998808,116927.69999998808,317,474.69999998807907
59,116927.79999995232,117084.69999998808,156.9000000357628,117086.79999995232,117381.59999996424,294.80000001192093,451.7000000476837
60,117381.59999996424,117528.59999996424,147,117530.19999998808,117834.29999995232,304.0999999642372,451.0999999642372
61,117834.39999997616,117993.5,159.10000002384186,117995.79999995232,118318.39999997616,322.60000002384186,481.7000000476837
62,118318.39999997616,118465.69999998808,147.30000001192093,118467.59999996424,118770.59999996424,303,450.30000001192093
63,118770.69999998808,118920.5,149.80000001192093,118922.59999996424,119224.09999996424,301.5,451.30000001192093
64,119224.19999998808,119380.79999995232,156.5999999642372,119382.29999995232,119683.5,301.2000000476837,457.80000001192093
65,119683.59999996424,120093.19999998808,409.60000002384186,120095.69999998808,120401.39999997616,305.69999998807907,715.3000000119209
66,120401.5,120548.39999997616,146.89999997615814,120549.79999995232,120862.39999997616,312.60000002384186,459.5
67,120862.5,121015,152.5,121016.79999995232,121319.5,302.7000000476837,455.2000000476837
68,121319.59999996424,121469.79999995232,150.19999998807907,121471.69999998808,121776.89999997616,305.19999998807907,455.39999997615814
69,121777,121936.29999995232,159.29999995231628,121938.5,122241.29999995232,302.7999999523163,462.09999990463257
70,122241.39999997616,122393,151.60000002384186,122394.59999996424,122707.19999998808,312.60000002384186,464.2000000476837
71,122707.29999995232,122873.5,166.20000004768372,122875.59999996424,123175.79999995232,300.19999998807907,466.4000000357628
72,123175.89999997616,123327.79999995232,151.89999997615814,123329.19999998808,123634,304.80000001192093,456.69999998807907
73,123634.09999996424,123786.89999997616,152.80000001192093,123788.69999998808,124095,306.30000001192093,459.10000002384186
74,124095.19999998808,124248.39999997616,153.19999998807907,124250.39999997616,124560.79999995232,310.39999997615814,463.5999999642372
75,124561,124705.69999998808,144.69999998807907,124707,125004.5,297.5,442.19999998807907
76,125004.69999998808,125149.19999998808,144.5,125151.09999996424,125444.59999996424,293.5,438
77,125444.59999996424,125589.79999995232,145.19999998807907,125591.39999997616,125899.09999996424,307.69999998807907,452.89999997615814
78,125899.09999996424,126044,144.9000000357628,126045.69999998808,126350,304.30000001192093,449.2000000476837
79,126350.09999996424,126498.19999998808,148.10000002384186,126499.89999997616,126796.5,296.60000002384186,444.7000000476837
80,126796.69999998808,126960,163.30000001192093,126961.39999997616,127279.29999995232,317.89999997615814,481.19999998807907
81,127279.39999997616,127427.29999995232,147.89999997615814,127429.19999998808,127751.39999997616,322.19999998807907,470.0999999642372
82,127751.5,127904.29999995232,152.79999995231628,127905.79999995232,128260.79999995232,355,507.7999999523163
83,128260.89999997616,128410.39999997616,149.5,128411.89999997616,128712.69999998808,300.80000001192093,450.30000001192093
84,128712.89999997616,128866.79999995232,153.89999997615814,128868.5,129179.59999996424,311.0999999642372,464.99999994039536
85,129179.59999996424,129328.69999998808,149.10000002384186,129330.09999996424,129646,315.9000000357628,465.00000005960464
86,129646,129794.59999996424,148.5999999642372,129796.79999995232,130107.19999998808,310.4000000357628,459
87,130107.19999998808,130255.89999997616,148.69999998807907,130257.69999998808,130562.29999995232,304.5999999642372,453.2999999523163
88,130562.39999997616,130700.29999995232,137.89999997615814,130701.79999995232,131016.79999995232,315,452.89999997615814
89,131016.89999997616,131170.39999997616,153.5,131172.29999995232,131490.19999998808,317.9000000357628,471.4000000357628
90,131490.29999995232,131654.39999997616,164.10000002384186,131655.89999997616,131971.39999997616,315.5,479.60000002384186
91,131971.39999997616,132137.19999998808,165.80000001192093,132139,132453.09999996424,314.0999999642372,479.89999997615814
92,132453.09999996424,132601.69999998808,148.60000002384186,132603.39999997616,132901.5,298.10000002384186,446.7000000476837
93,132901.59999996424,133047.5,145.9000000357628,133049.09999996424,133352.89999997616,303.80000001192093,449.7000000476837
94,133352.89999997616,133497,144.10000002384186,133498.39999997616,133819.29999995232,320.89999997615814,465
95,133819.39999997616,133967.89999997616,148.5,133969.19999998808,134279.19999998808,310,458.5
96,134279.39999997616,134426.29999995232,146.89999997615814,134428.09999996424,134736,307.9000000357628,454.80000001192093
97,134736,134881.29999995232,145.29999995231628,134882.89999997616,135190.59999996424,307.69999998807907,452.99999994039536
98,135190.59999996424,135336.39999997616,145.80000001192093,135337.69999998808,136001.39999997616,663.6999999880791,809.5
99,136001.5,136147.19999998808,145.69999998807907,136148.79999995232,136449.79999995232,301,446.69999998807907
100,136449.89999997616,136591.19999998808,141.30000001192093,136592.5,136898,305.5,446.80000001192093
