,Algorithm,Delegation Time Taken,Delegation Memory Usage,Verification Time Taken,Verification Memory Usage,Retrieval Time Taken,Retrieval Memory Usage
0,Ed25519,3.686302425740356,78.43394183168317,2.975120059404716,78.79238861386139,2.847217356433428,78.79238861386139
1,Secp256k1,3.689188118802734,79.94616336633663,2.993624990102881,80.15253712871286,2.773453366342185,80.15253712871286
