,Algorithm,Delegation Time Taken,Delegation Memory Usage,Verification Time Taken,Verification Memory Usage,Retrieval Time Taken,Retrieval Memory Usage
0,Ed25519,3.468516041092536,79.1005993150685,2.810180958902642,79.1472602739726,2.361374369860716,79.1472602739726
1,Secp256k1,3.510733479445749,81.39768835616438,2.943896095895157,81.48565924657534,2.283267657535648,81.48565924657534
