,Iteration,Delagation Start,Delegation End,Delegation Time Taken,Verification Start,Verification End,Verification Time Taken,Total Time Taken
23,23,99588.69999998808,99755.5,166.80000001192093,99758.5,100080.59999996424,322.0999999642372,488.89999997615814
24,24,100080.69999998808,100242.89999997616,162.19999998807907,100245.39999997616,100552.0,306.60000002384186,468.800000011921
25,25,100552.0,100707.89999997616,155.89999997615814,100710.89999997616,101020.59999996424,309.69999998807907,465.5999999642372
26,26,101020.79999995232,101168.39999997616,147.60000002384186,101171.0,101480.69999998808,309.69999998807907,457.300000011921
27,27,101480.79999995232,101633.89999997616,153.10000002384186,101635.79999995232,101962.09999996424,326.30000001192093,479.4000000357628
28,28,101962.29999995232,102114.29999995232,152.0,102116.79999995232,102448.0,331.2000000476837,483.2000000476837
29,29,102448.09999996424,102609.29999995232,161.19999998807907,102610.69999998808,102915.09999996424,304.39999997615814,465.5999999642372
30,30,102915.19999998808,103062.5,147.30000001192093,103065.09999996424,103371.69999998808,306.60000002384186,453.9000000357628
32,32,104123.69999998808,104277.19999998808,153.5,104279.5,104608.5,329.0,482.5
33,33,104608.59999996424,104766.19999998808,157.60000002384186,104769.5,105092.29999995232,322.7999999523163,480.39999997615814
34,34,105092.5,105239.29999995232,146.79999995231628,105241.09999996424,105545.5,304.4000000357628,451.199999988079
35,35,105545.69999998808,105703.89999997616,158.19999998807907,105705.69999998808,106013.5,307.80000001192093,466.0
36,36,106013.69999998808,106177.89999997616,164.19999998807907,106179.89999997616,106490.09999996424,310.19999998807907,474.39999997615814
37,37,106490.29999995232,106658.59999996424,168.30000001192093,106661.0,106992.19999998808,331.19999998807907,499.5
38,38,106992.19999998808,107151.5,159.30000001192093,107154.39999997616,107457.09999996424,302.69999998807907,462.0
39,39,107457.19999998808,107612.29999995232,155.0999999642372,107614.79999995232,107955.79999995232,341.0,496.0999999642372
40,40,107955.89999997616,108107.39999997616,151.5,108109.79999995232,108434.69999998808,324.9000000357628,476.4000000357628
41,41,108434.69999998808,108584.69999998808,150.0,108587.0,108907.09999996424,320.0999999642372,470.0999999642372
42,42,108907.19999998808,109057.59999996424,150.39999997615814,109059.79999995232,109383.29999995232,323.5,473.89999997615814
43,43,109383.39999997616,109534.0,150.60000002384186,109535.89999997616,109849.19999998808,313.30000001192093,463.9000000357628
44,44,109849.29999995232,110005.5,156.20000004768372,110007.89999997616,110330.89999997616,323.0,479.2000000476837
45,45,110331.0,110477.59999996424,146.5999999642372,110479.39999997616,110795.39999997616,316.0,462.5999999642372
46,46,110795.5,110952.0,156.5,110954.59999996424,111289.89999997616,335.30000001192093,491.800000011921
47,47,111289.89999997616,111436.39999997616,146.5,111437.79999995232,111749.29999995232,311.5,458.0
49,49,112232.09999996424,112388.0,155.9000000357628,112389.59999996424,112702.79999995232,313.19999998807907,469.10000002384186
50,50,112702.89999997616,112853.79999995232,150.89999997615814,112855.59999996424,113172.0,316.4000000357628,467.300000011921
51,51,113172.09999996424,113333.79999995232,161.69999998807907,113335.39999997616,113634.39999997616,299.0,460.699999988079
52,52,113634.5,113787.09999996424,152.5999999642372,113789.09999996424,114118.39999997616,329.30000001192093,481.89999997615814
53,53,114118.5,114278.69999998808,160.19999998807907,114280.69999998808,114607.59999996424,326.89999997615814,487.0999999642372
54,54,114607.79999995232,114761.0,153.20000004768372,114762.79999995232,115079.89999997616,317.10000002384186,470.3000000715256
55,55,115079.89999997616,115235.89999997616,156.0,115238.19999998808,115541.39999997616,303.19999998807907,459.199999988079
56,56,115541.59999996424,115688.69999998808,147.10000002384186,115690.79999995232,115995.39999997616,304.60000002384186,451.7000000476837
57,57,115995.5,116148.0,152.5,116150.29999995232,116450.59999996424,300.30000001192093,452.800000011921
58,58,116450.69999998808,116608.39999997616,157.69999998807907,116610.69999998808,116927.69999998808,317.0,474.699999988079
59,59,116927.79999995232,117084.69999998808,156.9000000357628,117086.79999995232,117381.59999996424,294.80000001192093,451.7000000476837
60,60,117381.59999996424,117528.59999996424,147.0,117530.19999998808,117834.29999995232,304.0999999642372,451.0999999642372
61,61,117834.39999997616,117993.5,159.10000002384186,117995.79999995232,118318.39999997616,322.60000002384186,481.7000000476837
